author,book_format,date_published,description,genres,goodreads_url,isbn,language,pages,publisher,rating_average,rating_count,settings,title
Eoin Colfer,Paperback,April 1st 2003,"Twelve-year-old Artemis Fowl is a millionaire, a genius, and above all, a criminal mastermind. But even Artemis doesn't know what he's taken on when he kidnaps a fairy, Captain Holly Short of the LEPrecon Unit. These aren't the fairies of bedtime stories—they're dangerous! Full of unexpected twists and turns, Artemis Fowl is a riveting, magical adventure.","['Adventure', 'Audiobook', 'Urban Fantasy', 'Young Adult', 'Fantasy', 'Science Fiction', 'Fiction', 'Middle Grade', 'Magic', 'Childrens']",https://www.goodreads.com/book/show/249747.Artemis_Fowl,9780786817870,English,396,Disney-Hyperion,3.85,515418,"['Ireland', 'Italy']",Artemis Fowl
Kennilworthy Whisp,Hardcover,June 1st 2001,"The most checked-out book in the Hogwarts Library, and a volume no Quidditch player or Harry Potter fan should be without!If you have ever asked yourself where the Golden Snitch came from, how the Bludgers came into existence, or why the Wigtown Wanderers have pictures of meat cleavers on their robes, you need QUIDDITCH THROUGH THE AGES. This invaluable volume is consulted by young Quidditch fans on an almost daily basis.Proceeds from the sale of this book will go to Comic Relief, who will use your money to continue improving and changing lives -- work that is even more important and astonishing than the three-and-a-half-second capture of the Golden Snitch by Roderick Plumpton in 1921.","['Audiobook', 'Short Stories', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Middle Grade', 'Magic', 'Childrens']",https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,9780439321617,English,56,Scholastic,3.83,157430,,Quidditch Through the Ages
Ann Brashares,Hardcover,September 11th 2001,"Carmen got the jeans at a thrift shop. They didn’t look all that great: they were worn, dirty, and speckled with bleach. On the night before she and her friends part for the summer, Carmen decides to toss them. But Tibby says they’re great. She'd love to have them. Lena and Bridget also think they’re fabulous. Lena decides that they should all try them on. Whoever they fit best will get them. Nobody knows why, but the pants fit everyone perfectly. Even Carmen (who never thinks she looks good in anything) thinks she looks good in the pants. Over a few bags of cheese puffs, they decide to form a sisterhood and take the vow of the Sisterhood of the Traveling Pants . . . the next morning, they say good-bye. And then the journey of the pants — and the most memorable summer of their lives — begins.","['Young Adult Contemporary', 'Contemporary', 'Teen', 'Realistic Fiction', 'Womens Fiction', 'Young Adult', 'Coming Of Age', 'Fiction', 'Chick Lit', 'Romance', 'Childrens']",https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,9780385729338,English,294,Delacorte Press,3.8,640624,"['Greece', 'United States', 'Mexico']",The Sisterhood of the Traveling Pants
Janet Evanovich,Mass Market Paperback,June 17th 2002,"Also see: Alternate Cover Editions for this ISBN [ACE]   ACE #1 BLOWN UPAll New Jersey bounty hunter Stephanie Plum has to do is bring in semi-retired bail jumper Eddie DeChooch. For an old man he's still got a knack for slipping out of sight--and raising hell. How else can Stephanie explain the bullet-riddled corpse in Eddie's garden? Who else would have a clue as to why two of Stephanie's friends suddenly vanished? For answers Stephanie has the devil to pay: her mentor, Ranger. The deal? He'll give Stephanie all the help she needs--if she gives him everything he wants...MESSED UPAs if things weren't complicated enough, Stephanie's just discovered her Grandma Mazur's own unmentionable alliance with Eddie. Add a series of unnerving break-ins, not to mention the bombshell revelation leveled by Stephanie's estranged sister, and Stephanie's ready for some good news. Unfortunately, a marriage proposal from Joe Morelli, the love of her life, isn't quite cutting it. And now--murder, a randy paramour, a wily mobster, death threats, extortion, and a triple kidnapping aside--Stephanie's really got the urge to run for her life...~","['Contemporary', 'Adult', 'Thriller', 'Mystery', 'Crime', 'Comedy', 'Mystery Thriller', 'Womens Fiction', 'Humor', 'Fiction', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/6424.Seven_Up,9780312980146,English,337,St. Martin's Press,4.14,117855,['United States'],Seven Up
Amy Tan,Paperback,February 4th 2003,"Ruth Young and her widowed mother, LuLing, have always had a tumultuous relationship. Now, before she succumbs to forgetfulness, LuLing gives Ruth some of her writings, which reveal a side of LuLing that Ruth has never known. . . .In a remote mountain village where ghosts and tradition rule, LuLing grows up in the care of her mute Precious Auntie as the family endures a curse laid upon a relative known as the bonesetter. When headstrong LuLing rejects the marriage proposal of the coffinmaker, a shocking series of events are set in motion–all of which lead back to Ruth and LuLing in modern San Francisco. The truth that Ruth learns from her mother’s past will forever change her perception of family, love, and forgiveness.","['Contemporary', 'Adult', 'Novels', 'Historical Fiction', 'Historical', 'Cultural', 'Asia', 'Asian Literature', 'Fiction', 'Literature', 'Adult Fiction', 'China']",https://www.goodreads.com/book/show/12555.The_Bonesetter_s_Daughter,9780345457370,English,387,Ballantine Books,3.98,123740,"['United States', 'China']",The Bonesetter's Daughter
Dennis Lehane,Paperback,February 1st 2001,"When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car pulled up to their street. One boy got into the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever.Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con who owns a corner store. And Dave is trying to hold his marriage together and keep his demons at bay -- demons that urge him to do terrible things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into conflict with Jimmy, who finds his old criminal impulses tempt him to solve the crime with brutal justice. And then there is Dave, who came home the night Jimmy's daughter died covered in someone else's blood.A tense and unnerving psychological thriller, Mystic River is also an epic novel of love and loyalty, faith and family, in which people irrevocably marked by the past find themselves on a collision course with the darkest truths of their own hidden selves.","['Contemporary', 'Adult', 'Thriller', 'Mystery', 'Crime', 'Novels', 'Mystery Thriller', 'Suspense', 'Drama', 'Fiction']",https://www.goodreads.com/book/show/21671.Mystic_River,9780060584757,English,416,William Morrow Paperbacks,4.15,134891,['United States'],Mystic River
Chuck Palahniuk,Paperback,June 2002,"Victor Mancini, a medical-school dropout, is an antihero for our deranged times. Needing to pay elder care for his mother, Victor has devised an ingenious scam: he pretends to choke on pieces of food while dining in upscale restaurants. He then allows himself to be “saved” by fellow patrons who, feeling responsible for Victor’s life, go on to send checks to support him. When he’s not pulling this stunt, Victor cruises sexual addiction recovery workshops for action, visits his addled mom, and spends his days working at a colonial theme park. His creator, Chuck Palahniuk, is the visionary we need and the satirist we deserve.","['Contemporary', 'Dark', 'Adult', 'Literary Fiction', 'Novels', 'Humor', 'Fiction', 'Literature', 'Adult Fiction', 'American']",https://www.goodreads.com/book/show/29059.Choke,9780385720922,English,293,Anchor Books,3.7,191479,['United States'],Choke
Anne Tyler,Paperback,October 26th 2004,"The latest #1 New York Times bestseller by the Pulitzer Prize-winning author of The Accidental Tourist is now the subject of a Hallmark Hall of Fame television film, set to air in November 2004 on CBS, starring Blythe Danner, Peter Fonda, and Faye Dunaway.","['Contemporary', 'Adult', 'Audiobook', 'Novels', 'Womens Fiction', 'Family', 'Fiction', 'Literature', 'American', 'Chick Lit', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/31178.Back_When_We_Were_Grownups,9780345477248,English,336,Ballantine Books,3.53,17956,['United States'],Back When We Were Grownups
Ann Patchett,Paperback,August 2nd 2005,"Somewhere in South America, at the home of the country's vice president, a lavish birthday party is being held in honor of the powerful businessman Mr. Hosokawa. Roxane Coss, opera's most revered soprano, has mesmerized the international guests with her singing. It is a perfect evening—until a band of gun-wielding terrorists takes the entire party hostage. But what begins as a panicked, life-threatening scenario slowly evolves into something quite different, a moment of great beauty, as terrorists and hostages forge unexpected bonds and people from different continents become compatriots, intimate friends, and lovers.","['Contemporary', 'Adult', 'Book Club', 'Novels', 'Historical Fiction', 'Historical', 'Music', 'Fiction', 'Literature', 'Adult Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/5826.Bel_Canto,9780060838720,English,318,Harper Perennial,3.93,247998,,Bel Canto
Harlan Coben,Mass Market Paperback,August 25th 2009,"For Dr. David Beck, the loss was shattering. And every day for the past eight years, he has relived the horror of what happened. The gleaming lake. The pale moonlight. The piercing screams. The night his wife was taken. The last night he saw her alive.Everyone tells him it's time to move on, to forget the past once and for all. But for David Beck, there can be no closure. A message has appeared on his computer, a phrase only he and his dead wife know. Suddenly Beck is taunted with the impossible- that somewhere, somehow, Elizabeth is alive.Beck has been warned to tell no one. And he doesn't. Instead, he runs from the people he trusts the most, plunging headlong into a search for the shadowy figure whose messages hold out a desperate hope.But already Beck is being hunted down. He's headed straight into the heart of a dark and deadly secret- and someone intends to stop him before he gets there.","['Adult', 'Thriller', 'Mystery', 'Crime', 'Novels', 'Mystery Thriller', 'Suspense', 'Drama', 'Fiction', 'Adult Fiction']",https://www.goodreads.com/book/show/43933.Tell_No_One,9780440236702,English,370,Dell Publishing Company,4.09,127641,['United States'],Tell No One
